Index,Device Type,Status,IPv4 Address,Port,Enhanced SDK Service Port,Software Version,IPv4 Gateway,HTTP Port,Device Serial Number,Subnet Mask,MAC Address,Encoding Channel(s),DSP Version,Start Time,IPv6 Address,IPv6 GateWay,IPv6 Prefix Length,Support IPv6,IPv6 Modifiable,Support DHCP,IPv4 DHCP Status,Support Hik-Connect,Hik-Connect Status,Hik-Connect Binding Status,Hik-Connect Version
001,DS-2CD2121G0-IS,Active,192.168.18.118, 8080,N/A,V5.7.4build 220509,192.168.18.1,80,DS-2CD2121G0-IS20221118AAWRK93737616,255.255.255.0,24-32-ae-9a-c4-21, 0,V7.3 build 220506,1970-01-01 22:48:36,2804:248:fcf8:ba00:2632:aeff:fe9a:c421,::,64,Yes,Yes,Yes,ON,Yes,OFF,N/A,NA
